y-m-d_hr:mn:sc,moisture level (50-100mm),temperature 1,light level 1,waterIsOn,moisture level (Vegetronix @ 50mm)
2010-10-4_17:53,411,45,244,0
2010-10-4_18:8,413,44,145,0
2010-10-4_18:23,415,43,104,0
2010-10-4_18:38,414,43,77,0
2010-10-4_18:53,414,41,49,0
2010-10-4_19:8,413,44,43,0
2010-10-4_19:23,412,42,43,0
2010-10-4_19:38,412,43,42,0
2010-10-4_19:53,412,41,42,0
2010-10-4_20:8,412,38,43,0
2010-10-4_20:23,414,38,43,0
2010-10-4_20:38,414,38,44,0
2010-10-4_20:53,418,37,44,0
2010-10-4_21:8,418,39,44,0
2010-10-4_21:23,417,38,44,0
2010-10-4_21:38,417,38,43,0
2010-10-4_21:53,415,38,43,0
2010-10-4_22:8,416,37,43,0
2010-10-4_22:23,417,37,43,0
2010-10-4_22:38,417,37,43,0
2010-10-4_22:53,415,37,43,0
2010-10-4_23:8,416,37,44,0
2010-10-4_23:23,417,37,44,0
2010-10-4_23:38,415,36,44,0
2010-10-4_23:53,418,37,44,0
2010-10-5_0:8,416,36,44,0
2010-10-5_0:23,421,36,44,0
2010-10-5_0:38,423,36,44,0
2010-10-5_0:53,423,37,44,0
2010-10-5_1:8,423,36,44,0
2010-10-5_1:23,424,36,44,0
2010-10-5_1:38,422,36,44,0
2010-10-5_1:53,421,36,44,0
2010-10-5_2:8,421,36,44,0
2010-10-5_2:23,421,36,44,0
2010-10-5_2:38,421,37,44,0
2010-10-5_2:53,420,36,44,0
2010-10-5_3:8,421,36,44,0
2010-10-5_3:23,422,36,44,0
2010-10-5_3:38,422,36,43,0
2010-10-5_3:53,423,37,44,0
2010-10-5_4:8,421,36,44,0
2010-10-5_4:23,420,36,44,0
2010-10-5_4:38,420,36,44,0
2010-10-5_4:53,420,36,45,0
2010-10-5_5:8,420,36,44,0
2010-10-5_5:23,425,36,44,0
2010-10-5_5:38,424,37,45,0
2010-10-5_5:53,423,36,45,0
2010-10-5_6:8,425,36,44,0
2010-10-5_6:23,423,36,44,0
2010-10-5_6:38,423,36,46,0
2010-10-5_6:53,422,36,59,0
2010-10-5_7:8,423,36,90,0
2010-10-5_7:23,422,36,149,0
2010-10-5_7:38,423,36,202,0
2010-10-5_7:53,423,36,260,0
2010-10-5_8:8,425,43,355,0
2010-10-5_8:23,422,42,310,0
2010-10-5_8:38,423,41,293,0
2010-10-5_8:53,422,42,367,0
2010-10-5_9:8,424,42,393,0
2010-10-5_9:23,423,39,342,0
2010-10-5_9:38,423,39,481,0
2010-10-5_9:53,426,39,451,0
2010-10-5_10:8,426,38,497,0
2010-10-5_10:23,426,38,530,0
2010-10-5_10:38,426,38,504,0
2010-10-5_10:53,426,38,523,0
2010-10-5_11:8,426,38,569,0
2010-10-5_11:23,427,39,589,0
2010-10-5_11:38,428,39,539,0
2010-10-5_11:53,427,38,556,0
2010-10-5_12:8,428,39,596,0
2010-10-5_12:23,429,38,585,0
2010-10-5_12:38,430,38,519,0
2010-10-5_12:53,429,38,537,0
2010-10-5_13:8,436,38,580,0
2010-10-5_13:23,437,37,646,0
2010-10-5_13:38,440,39,543,0
2010-10-5_13:53,441,37,616,0
2010-10-5_14:8,442,37,632,0
2010-10-5_14:23,442,37,568,0
2010-10-5_14:38,440,38,585,0
2010-10-5_14:53,438,37,646,0
2010-10-5_15:8,440,38,665,0
2010-10-5_15:23,440,37,640,0
2010-10-5_15:38,439,37,652,0
2010-10-5_15:53,436,38,604,0
2010-10-5_16:8,437,38,632,0
2010-10-5_16:23,436,40,643,0
2010-10-5_16:38,434,38,654,0
2010-10-5_16:53,436,38,657,0
2010-10-5_17:8,434,40,484,0
2010-10-5_17:23,433,38,629,0
2010-10-5_17:38,432,37,568,0
2010-10-5_17:53,432,36,403,0
2010-10-5_18:8,432,37,324,0
2010-10-5_18:23,432,37,178,0
2010-10-5_18:38,432,37,99,0
2010-10-5_18:53,429,36,54,0
2010-10-5_19:8,429,35,44,0
2010-10-5_19:23,428,35,43,0
2010-10-5_19:38,428,35,44,0
2010-10-5_19:53,427,35,44,0
2010-10-5_20:8,427,35,44,0
2010-10-5_20:23,427,34,44,0
2010-10-5_20:38,425,33,45,0
2010-10-5_20:53,430,32,44,0
2010-10-5_21:8,426,32,44,0
2010-10-5_21:23,424,32,44,0
2010-10-5_21:38,423,32,44,0
2010-10-5_21:53,423,32,44,0
2010-10-5_22:8,423,32,43,0
2010-10-5_22:23,421,32,44,0
2010-10-5_22:38,422,32,44,0
2010-10-5_22:53,421,32,44,0
2010-10-5_23:8,420,32,44,0
2010-10-5_23:23,419,31,44,0
2010-10-5_23:38,418,31,43,0
2010-10-5_23:53,418,32,44,0
2010-10-6_0:8,419,32,44,0
2010-10-6_0:23,418,32,44,0
2010-10-6_0:38,417,32,44,0
2010-10-6_0:53,416,31,44,0
2010-10-6_1:8,416,31,44,0
2010-10-6_1:23,416,31,44,0
2010-10-6_1:38,414,31,44,0
2010-10-6_1:53,414,32,44,0
2010-10-6_2:8,414,31,44,0
2010-10-6_2:23,413,31,44,0
2010-10-6_2:38,413,31,43,0
2010-10-6_2:53,414,32,44,0
2010-10-6_3:8,414,32,45,0
2010-10-6_3:23,412,31,44,0
2010-10-6_3:38,412,31,44,0
2010-10-6_3:53,410,31,44,0
2010-10-6_4:8,409,32,44,0
2010-10-6_4:23,409,31,44,0
2010-10-6_4:38,409,31,44,0
2010-10-6_4:53,408,31,44,0
2010-10-6_5:8,408,31,44,0
2010-10-6_5:23,408,31,43,0
2010-10-6_5:38,406,31,44,0
2010-10-6_5:53,407,31,44,0
2010-10-6_6:8,408,31,45,0
2010-10-6_6:23,404,31,45,0
2010-10-6_6:38,404,31,47,0
2010-10-6_6:53,404,31,65,0
2010-10-6_7:8,404,31,124,0
2010-10-6_7:23,402,31,266,0
2010-10-6_7:38,404,31,407,0
2010-10-6_7:53,403,31,506,0
2010-10-6_8:8,403,31,551,0
2010-10-6_8:23,403,31,548,0
2010-10-6_8:38,401,31,555,0
2010-10-6_8:53,401,31,749,0
2010-10-6_9:8,401,31,613,0
2010-10-6_9:23,402,31,792,0
2010-10-6_9:38,399,31,616,0
2010-10-6_9:53,401,31,743,0
2010-10-6_10:8,403,32,543,0
2010-10-6_10:23,400,31,595,0
2010-10-6_10:38,401,31,727,0
2010-10-6_10:53,401,32,667,0
2010-10-6_11:8,401,32,802,0
2010-10-6_11:23,403,31,723,0
2010-10-6_11:38,402,32,751,0
2010-10-6_11:53,396,32,763,0
2010-10-6_12:8,396,32,885,0
2010-10-6_12:23,397,32,760,0
2010-10-6_12:38,397,33,902,0
2010-10-6_12:53,399,33,901,0
2010-10-6_13:8,398,33,730,0
2010-10-6_13:23,399,33,898,0
2010-10-6_13:38,400,34,895,0
2010-10-6_13:53,402,34,727,0
2010-10-6_14:8,402,34,777,0
2010-10-6_14:23,402,34,660,0
2010-10-6_14:38,401,34,595,0
2010-10-6_14:53,402,33,714,0
2010-10-6_15:8,402,33,578,0
2010-10-6_15:23,401,33,494,0
2010-10-6_15:38,402,33,728,0
2010-10-6_15:53,402,33,655,0
2010-10-6_16:8,402,33,673,0
2010-10-6_16:23,402,33,678,0
2010-10-6_16:38,400,33,501,0
2010-10-6_16:53,399,33,434,0
2010-10-6_17:8,400,33,352,0
2010-10-6_17:23,400,33,332,0
2010-10-6_17:38,399,33,334,0
2010-10-6_17:53,399,33,419,0
2010-10-6_18:8,398,33,287,0
2010-10-6_18:23,397,33,227,0
2010-10-6_18:38,396,33,98,0
2010-10-6_18:53,396,32,50,0
2010-10-6_19:8,395,32,41,0
2010-10-6_19:23,394,32,39,0
2010-10-6_19:38,393,32,39,0
2010-10-6_19:53,393,32,39,0
2010-10-6_20:8,393,32,39,0
2010-10-6_20:23,393,32,39,0
2010-10-6_20:38,394,32,39,0
2010-10-6_20:53,392,32,39,0
2010-10-6_21:8,392,32,40,0
2010-10-6_21:23,391,32,40,0
2010-10-6_21:38,391,32,41,0
2010-10-6_21:53,389,32,40,0
2010-10-6_22:8,391,32,40,0
2010-10-6_22:23,389,32,40,0
2010-10-6_22:38,390,32,40,0
2010-10-6_22:53,387,31,41,0
2010-10-6_23:8,389,32,40,0
2010-10-6_23:23,386,31,40,0
2010-10-6_23:38,386,32,41,0
2010-10-6_23:53,386,32,41,0
2010-10-7_0:8,385,31,42,0
2010-10-7_0:23,385,32,41,0
2010-10-7_0:38,385,31,41,0
2010-10-7_0:53,385,31,41,0
2010-10-7_1:8,384,31,42,0
2010-10-7_1:23,384,31,41,0
2010-10-7_1:38,385,32,42,0
2010-10-7_1:53,383,31,41,0
2010-10-7_2:8,383,31,41,0
2010-10-7_2:23,384,31,41,0
2010-10-7_2:38,384,31,41,0
2010-10-7_2:53,383,31,42,0
2010-10-7_3:8,382,31,41,0
2010-10-7_3:23,384,31,41,0
2010-10-7_3:38,383,31,42,0
2010-10-7_3:53,383,31,42,0
2010-10-7_4:8,381,31,42,0
2010-10-7_4:23,381,31,42,0
2010-10-7_4:38,380,31,42,0
2010-10-7_4:53,382,31,41,0
2010-10-7_5:8,381,31,42,0
2010-10-7_5:23,380,31,42,0
2010-10-7_5:38,378,31,42,0
2010-10-7_5:53,379,31,44,0
2010-10-7_6:8,378,31,44,0
2010-10-7_6:23,379,31,49,0
2010-10-7_6:38,378,31,52,0
2010-10-7_6:53,377,31,99,0
2010-10-7_7:8,377,31,184,0
2010-10-7_7:23,377,31,292,0
2010-10-7_7:38,376,31,414,0
2010-10-7_7:53,376,31,389,0
2010-10-7_8:8,376,31,540,0
2010-10-7_8:23,376,31,488,0
2010-10-7_8:38,376,31,497,0
2010-10-7_8:53,374,31,692,0
2010-10-7_9:8,375,31,760,0
2010-10-7_9:23,375,32,747,0
2010-10-7_9:38,374,31,718,0
2010-10-7_9:53,374,31,696,0
2010-10-7_10:8,374,32,703,0
2010-10-7_10:23,374,31,683,0
2010-10-7_10:38,375,32,685,0
2010-10-7_10:53,375,32,714,0
2010-10-7_11:8,376,32,737,0
2010-10-7_11:23,375,32,779,0
2010-10-7_11:55,377,33,894,0
2010-10-7_12:10,376,34,900,0
2010-10-7_12:25,379,35,900,0
2010-10-7_12:40,379,36,913,0
2010-10-7_12:55,383,36,912,0
2010-10-7_13:10,384,37,904,0
2010-10-7_13:25,387,37,906,0
2010-10-7_13:40,386,37,897,0
2010-10-7_13:55,391,37,892,0
2010-10-7_14:10,391,37,709,0
2010-10-7_14:25,394,37,709,0
2010-10-7_14:40,393,36,820,0
2010-10-7_14:55,396,36,813,0
2010-10-7_15:10,396,36,716,0
2010-10-7_15:25,397,37,791,0
2010-10-7_15:40,395,36,709,0
2010-10-7_15:55,396,36,756,0
2010-10-7_16:10,398,36,717,0
2010-10-7_16:25,399,36,723,0
2010-10-7_16:40,397,36,655,0
2010-10-7_16:55,399,36,648,0
2010-10-7_17:10,399,36,608,0
2010-10-7_17:25,399,36,586,0
2010-10-7_17:40,398,36,541,0
2010-10-7_17:55,398,36,477,0
2010-10-7_18:10,398,36,337,0
2010-10-7_18:25,399,36,224,0
2010-10-7_18:40,398,35,113,0
2010-10-7_18:55,399,35,53,0
2010-10-7_19:10,399,36,44,0
2010-10-7_19:25,401,35,42,0
2010-10-7_19:40,400,35,42,0
2010-10-7_19:55,399,35,42,0
2010-10-7_20:10,399,35,43,0
2010-10-7_20:25,399,35,43,0
2010-10-7_20:40,400,35,43,0
2010-10-7_20:55,397,35,43,0
2010-10-7_21:10,396,35,44,0
2010-10-7_21:25,395,34,44,0
2010-10-7_21:40,395,35,45,0
2010-10-7_21:55,394,34,45,0
2010-10-7_22:10,394,34,45,0
2010-10-7_22:25,392,34,45,0
2010-10-7_22:40,391,34,46,0
2010-10-7_22:55,391,34,46,0
2010-10-7_23:10,390,34,46,0
2010-10-7_23:25,389,34,46,0
2010-10-7_23:40,389,33,46,0
2010-10-7_23:55,387,33,46,0
2010-10-8_0:10,387,33,45,0
2010-10-8_0:25,387,33,45,0
2010-10-8_0:40,387,33,45,0
2010-10-8_0:55,386,33,45,0
2010-10-8_1:10,386,33,45,0
2010-10-8_1:25,385,33,45,0
2010-10-8_1:40,384,33,45,0
2010-10-8_1:55,383,33,45,0
2010-10-8_2:10,382,33,45,0
2010-10-8_2:25,382,33,45,0
2010-10-8_2:40,382,33,45,0
2010-10-8_2:55,380,33,46,0
2010-10-8_3:10,380,33,45,0
2010-10-8_3:25,379,32,45,0
2010-10-8_3:40,379,32,45,0
2010-10-8_3:55,378,32,44,0
2010-10-8_4:10,377,32,45,0
2010-10-8_4:25,378,32,42,0
2010-10-8_4:40,377,32,43,0
2010-10-8_4:55,376,32,43,0
2010-10-8_5:10,376,32,42,0
2010-10-8_5:25,376,32,42,0
2010-10-8_5:40,375,32,42,0
2010-10-8_5:55,374,31,42,0
2010-10-8_6:10,374,31,42,0
2010-10-8_6:25,374,31,42,0
2010-10-8_6:40,372,32,48,0
2010-10-8_6:55,373,31,92,0
2010-10-8_7:10,371,31,193,0
2010-10-8_7:25,370,31,280,0
2010-10-8_7:40,370,31,335,0
2010-10-8_7:55,370,31,368,0
2010-10-8_8:10,370,31,392,0
2010-10-8_8:25,370,31,420,0
2010-10-8_8:40,369,31,447,0
2010-10-8_8:55,369,31,663,0
2010-10-8_9:10,368,31,770,0
2010-10-8_9:25,368,31,740,0
2010-10-8_9:40,367,31,704,0
2010-10-8_9:55,367,31,674,0
2010-10-8_10:10,368,32,650,0
2010-10-8_10:25,368,32,613,0
2010-10-8_10:40,369,32,617,0
2010-10-8_10:55,369,31,652,0
2010-10-8_11:10,368,32,698,0
2010-10-8_11:25,368,32,772,0
2010-10-8_11:40,370,32,863,0
2010-10-8_11:55,369,34,902,0
2010-10-8_12:10,370,34,904,0
2010-10-8_12:25,369,35,903,0
2010-10-8_12:40,371,36,914,0
2010-10-8_12:55,373,37,912,0
2010-10-8_13:10,374,37,907,0
2010-10-8_13:25,378,37,909,0
2010-10-8_13:40,379,38,896,0
2010-10-8_13:55,381,37,895,0
2010-10-8_14:10,382,37,882,0
2010-10-8_14:25,385,37,860,0
2010-10-8_14:40,385,37,832,0
2010-10-8_14:55,383,37,807,0
2010-10-8_15:10,384,37,793,0
2010-10-8_15:25,385,37,769,0
2010-10-8_15:40,383,37,756,0
2010-10-8_15:55,384,37,723,0
2010-10-8_16:10,384,36,695,0
2010-10-8_16:25,383,36,672,0
2010-10-8_16:40,382,36,651,0
2010-10-8_16:55,384,36,630,0
2010-10-8_17:10,380,37,608,0
2010-10-8_17:25,380,36,602,0
2010-10-8_17:40,380,36,545,0
2010-10-8_17:55,379,36,478,0
2010-10-8_18:10,379,36,322,0
2010-10-8_18:25,380,36,211,0
2010-10-8_18:40,379,36,103,0
2010-10-8_18:55,377,36,50,0
2010-10-8_19:10,378,36,43,0
2010-10-8_19:25,377,36,42,0
2010-10-8_19:40,377,35,43,0
2010-10-8_19:55,375,35,43,0
2010-10-8_20:10,375,35,44,0
2010-10-8_20:25,375,35,44,0
2010-10-8_20:40,375,35,44,0
2010-10-8_20:55,375,35,44,0
2010-10-8_21:10,374,35,44,0
2010-10-8_21:25,374,35,44,0
2010-10-8_21:40,374,35,44,0
2010-10-8_21:55,373,35,45,0
2010-10-8_22:10,372,35,45,0
2010-10-8_22:25,372,34,45,0
2010-10-8_22:40,370,35,45,0
2010-10-8_22:55,369,34,45,0
2010-10-8_23:10,368,34,45,0
2010-10-8_23:25,368,34,45,0
2010-10-8_23:40,368,34,45,0
2010-10-8_23:55,368,34,45,0
2010-10-9_0:10,367,34,45,0
2010-10-9_0:25,368,34,45,0
2010-10-9_0:40,369,34,46,0
2010-10-9_0:55,368,34,45,0
2010-10-9_1:10,365,34,45,0
2010-10-9_1:25,366,34,45,0
2010-10-9_1:40,365,34,45,0
2010-10-9_1:55,364,34,45,0
2010-10-9_2:10,365,34,45,0
2010-10-9_2:25,365,33,46,0
2010-10-9_2:40,364,33,45,0
2010-10-9_2:55,364,34,46,0
2010-10-9_3:10,365,33,45,0
2010-10-9_3:25,363,34,46,0
2010-10-9_3:40,363,33,45,0
2010-10-9_3:55,362,33,45,0
2010-10-9_4:10,362,33,46,0
2010-10-9_4:25,361,33,46,0
2010-10-9_4:40,361,33,46,0
2010-10-9_4:55,360,33,46,0
2010-10-9_5:10,360,34,46,0
2010-10-9_5:25,360,33,45,0
2010-10-9_5:40,359,33,46,0
2010-10-9_5:55,358,33,45,0
2010-10-9_6:10,358,33,45,0
2010-10-9_6:25,358,33,46,0
2010-10-9_6:40,357,33,51,0
2010-10-9_6:55,357,33,91,0
2010-10-9_7:10,356,33,191,0
2010-10-9_7:25,356,32,297,0
2010-10-9_7:40,355,32,371,0
2010-10-9_7:55,355,32,415,0
2010-10-9_8:10,355,33,448,0
2010-10-9_8:25,355,33,478,0
2010-10-9_8:40,355,33,510,0
2010-10-9_8:55,354,33,643,0
2010-10-9_9:10,353,33,748,0
2010-10-9_9:25,354,33,730,0
2010-10-9_9:40,352,33,701,0
2010-10-9_9:55,353,33,682,0
2010-10-9_10:10,354,33,670,0
2010-10-9_10:25,353,33,646,0
2010-10-9_10:40,354,34,650,0
2010-10-9_10:55,352,34,674,0
2010-10-9_11:10,353,34,711,0
2010-10-9_11:25,352,34,770,0
2010-10-9_11:40,353,34,862,0
2010-10-9_11:55,354,35,898,0
2010-10-9_12:10,353,36,902,0
2010-10-9_12:25,352,37,903,0
2010-10-9_12:40,355,38,913,0
2010-10-9_12:55,356,39,910,0
2010-10-9_13:10,359,39,906,0
2010-10-9_13:25,359,39,910,0
2010-10-9_13:40,362,39,901,0
2010-10-9_13:55,365,39,896,0
2010-10-9_14:10,365,39,885,0
2010-10-9_14:25,367,39,864,0
2010-10-9_14:40,368,39,841,0
2010-10-9_14:55,367,39,819,0
2010-10-9_15:10,369,39,803,0
2010-10-9_15:25,369,39,776,0
2010-10-9_15:40,369,38,755,0
2010-10-9_15:55,369,39,725,0
2010-10-9_16:10,368,38,700,0
2010-10-9_16:25,368,38,671,0
2010-10-9_16:40,367,38,648,0
2010-10-9_16:55,368,38,628,0
2010-10-9_17:10,367,38,606,0
2010-10-9_17:25,368,38,601,0
2010-10-9_17:40,367,38,534,0
2010-10-9_17:55,367,38,468,0
2010-10-9_18:10,365,37,313,0
2010-10-9_18:25,366,37,200,0
2010-10-9_18:40,366,37,95,0
2010-10-9_18:55,364,37,50,0
2010-10-9_19:10,364,36,44,0
2010-10-9_19:25,363,36,43,0
2010-10-9_19:40,363,36,43,0
2010-10-9_19:55,364,36,43,0
2010-10-9_20:10,362,36,43,0
2010-10-9_20:25,363,36,43,0
2010-10-9_20:40,361,36,43,0
2010-10-9_20:55,363,35,43,0
2010-10-9_21:10,360,35,44,0
2010-10-9_21:25,360,35,44,0
2010-10-9_21:40,359,35,44,0
2010-10-9_21:55,359,35,44,0
2010-10-9_22:10,358,34,44,0
2010-10-9_22:25,357,34,44,0
2010-10-9_22:40,354,34,44,0
2010-10-9_22:55,354,34,43,0
2010-10-9_23:10,353,34,43,0
2010-10-9_23:25,352,34,44,0
2010-10-9_23:40,352,33,44,0
2010-10-9_23:55,351,33,44,0
2010-10-10_0:10,348,33,44,0
2010-10-10_0:25,348,33,44,0
2010-10-10_0:40,346,33,44,0
2010-10-10_0:55,345,33,44,0
2010-10-10_1:10,346,33,44,0
2010-10-10_1:25,346,33,44,0
2010-10-10_1:40,344,32,44,0
2010-10-10_1:55,343,32,44,0
2010-10-10_2:10,341,32,44,0
2010-10-10_2:25,342,32,44,0
2010-10-10_2:40,340,32,44,0
2010-10-10_2:55,339,32,44,0
2010-10-10_3:10,339,32,43,0
2010-10-10_3:25,338,32,43,0
2010-10-10_3:40,338,32,44,0
2010-10-10_3:55,336,32,44,0
2010-10-10_4:10,335,31,43,0
2010-10-10_4:25,334,31,44,0
2010-10-10_4:40,333,31,44,0
2010-10-10_4:55,333,31,43,0
2010-10-10_5:10,333,31,43,0
2010-10-10_5:25,333,31,44,0
2010-10-10_5:40,331,31,43,0
2010-10-10_5:55,330,31,44,0
2010-10-10_6:10,330,31,44,0
2010-10-10_6:25,329,31,44,0
2010-10-10_6:40,328,30,48,0
2010-10-10_6:55,328,31,86,0
2010-10-10_7:10,327,30,185,0
2010-10-10_7:25,326,31,284,0
2010-10-10_7:40,326,30,348,0
2010-10-10_7:55,326,31,389,0
2010-10-10_8:10,325,30,418,0
2010-10-10_8:25,324,30,444,0
2010-10-10_8:40,324,30,475,0
2010-10-10_8:55,322,30,605,0
2010-10-10_9:10,323,30,734,0
2010-10-10_9:25,322,31,712,0
2010-10-10_9:40,322,31,679,0
2010-10-10_9:55,322,30,662,0
2010-10-10_10:10,322,31,649,0
2010-10-10_10:25,322,31,622,0
2010-10-10_10:40,322,31,629,0
2010-10-10_10:55,323,31,658,0
2010-10-10_11:10,323,31,692,0
2010-10-10_11:25,322,31,758,0
2010-10-10_11:40,324,31,870,0
2010-10-10_11:55,324,32,896,0
2010-10-10_12:10,324,33,899,0
2010-10-10_12:25,326,34,907,0
2010-10-10_12:40,327,35,913,0
2010-10-10_12:55,329,36,920,0
2010-10-10_13:10,331,36,922,0
2010-10-10_13:25,333,36,916,0
2010-10-10_13:40,336,36,903,0
2010-10-10_13:55,336,36,897,0
2010-10-10_14:10,337,36,873,0
2010-10-10_14:25,339,36,851,0
2010-10-10_14:40,339,36,837,0
2010-10-10_14:55,341,36,823,0
2010-10-10_15:10,340,36,798,0
2010-10-10_15:25,340,36,769,0
2010-10-10_15:40,342,36,748,0
2010-10-10_15:55,342,36,720,0
2010-10-10_16:10,342,36,695,0
2010-10-10_16:25,341,36,669,0
2010-10-10_16:40,341,36,650,0
2010-10-10_16:55,340,36,635,0
2010-10-10_17:10,340,35,607,0
2010-10-10_17:25,340,35,583,0
2010-10-10_17:40,339,36,511,0
2010-10-10_17:55,338,35,426,0
2010-10-10_18:10,339,35,302,0
2010-10-10_18:25,338,35,182,0
2010-10-10_18:40,339,35,84,0
2010-10-10_18:55,338,35,46,0
2010-10-10_19:10,339,35,49,0
2010-10-10_19:25,338,35,49,0
2010-10-10_19:40,338,35,43,0
2010-10-10_19:55,339,35,44,0
2010-10-10_20:10,338,35,44,0
2010-10-10_20:25,338,34,44,0
2010-10-10_20:40,337,35,44,0
2010-10-10_20:55,337,34,44,0
2010-10-10_21:10,337,35,44,0
2010-10-10_21:25,336,34,45,0
2010-10-10_21:40,336,34,45,0
2010-10-10_21:55,337,34,45,0
2010-10-10_22:10,337,34,45,0
2010-10-10_22:25,337,34,45,0
2010-10-10_22:40,336,34,46,0
2010-10-10_22:55,335,34,46,0
2010-10-10_23:10,336,34,45,0
2010-10-10_23:25,336,34,46,0
2010-10-10_23:40,336,34,46,0
2010-10-10_23:55,335,34,46,0
2010-10-11_0:10,335,34,46,0
2010-10-11_0:25,335,34,46,0
2010-10-11_0:40,334,34,46,0
2010-10-11_0:55,335,34,46,0
2010-10-11_1:10,334,33,45,0
2010-10-11_1:25,334,34,45,0
2010-10-11_1:40,333,34,46,0
2010-10-11_1:55,333,34,45,0
2010-10-11_2:10,332,33,45,0
2010-10-11_2:25,333,33,45,0
2010-10-11_2:40,332,33,45,0
2010-10-11_2:55,333,33,45,0
2010-10-11_3:10,331,33,45,0
2010-10-11_3:25,331,33,45,0
2010-10-11_3:40,332,33,45,0
2010-10-11_3:55,331,33,44,0
2010-10-11_4:10,330,33,44,0
2010-10-11_4:25,330,33,44,0
2010-10-11_4:40,330,33,44,0
2010-10-11_4:55,331,33,44,0
2010-10-11_5:10,330,33,44,0
2010-10-11_5:25,329,33,44,0
2010-10-11_5:40,328,33,44,0
2010-10-11_5:55,329,33,44,0
2010-10-11_6:10,327,32,43,0
2010-10-11_6:25,328,32,43,0
2010-10-11_6:40,328,32,46,0
2010-10-11_6:55,327,32,78,0
2010-10-11_7:10,328,33,178,0
2010-10-11_7:25,326,33,297,0
2010-10-11_7:40,327,32,388,0
2010-10-11_7:55,326,33,432,0
2010-10-11_8:10,325,32,469,0
2010-10-11_8:25,326,32,502,0
2010-10-11_8:40,325,32,535,0
2010-10-11_8:55,325,33,607,0
2010-10-11_9:10,324,32,732,0
2010-10-11_9:25,325,33,702,0
2010-10-11_9:40,325,33,686,0
2010-10-11_9:55,324,33,698,0
2010-10-11_10:10,324,34,725,0
2010-10-11_10:25,324,33,669,0
2010-10-11_10:40,326,34,687,0
2010-10-11_10:55,325,34,720,0
2010-10-11_11:10,324,34,737,0
2010-10-11_11:25,324,34,767,0
2010-10-11_11:40,325,35,856,0
2010-10-11_11:55,324,36,897,0
2010-10-11_12:10,325,36,899,0
2010-10-11_12:25,327,38,905,0
2010-10-11_12:40,330,39,915,0
2010-10-11_12:55,331,39,923,0
2010-10-11_13:10,333,39,924,0
2010-10-11_13:25,335,40,918,0
2010-10-11_13:40,338,40,909,0
2010-10-11_13:55,340,39,904,0
2010-10-11_14:10,342,40,898,0
2010-10-11_14:25,342,39,793,0
2010-10-11_14:40,343,39,813,0
2010-10-11_14:55,343,39,821,0
2010-10-11_15:10,343,39,823,0
2010-10-11_15:25,342,39,786,0
2010-10-11_15:40,342,39,783,0
2010-10-11_15:55,341,39,746,0
2010-10-11_16:10,340,39,669,0
2010-10-11_16:25,340,39,722,0
2010-10-11_16:40,339,39,675,0
2010-10-11_16:55,341,38,629,0
2010-10-11_17:10,339,39,605,0
2010-10-11_17:25,339,39,574,0
2010-10-11_17:40,339,39,516,0
2010-10-11_17:55,338,38,418,0
2010-10-11_18:10,337,39,280,0
2010-10-11_18:25,337,38,154,0
2010-10-11_18:40,336,38,73,0
2010-10-11_18:55,336,38,49,0
2010-10-11_19:10,336,38,47,0
2010-10-11_19:25,335,38,46,0
2010-10-11_19:40,335,38,46,0
2010-10-11_19:55,334,38,45,0
2010-10-11_20:10,335,38,46,0
2010-10-11_20:25,333,37,46,0
2010-10-11_20:40,335,37,46,0
2010-10-11_20:55,333,37,46,0
2010-10-11_21:10,334,37,46,0
2010-10-11_21:25,332,37,46,0
2010-10-11_21:40,334,37,45,0
2010-10-11_21:55,331,37,45,0
2010-10-11_22:10,331,37,45,0
2010-10-11_22:25,332,37,45,0
2010-10-11_22:40,331,37,46,0
2010-10-11_22:55,332,37,46,0
2010-10-11_23:10,362,37,45,0
2010-10-11_23:25,365,37,45,0
2010-10-11_23:40,364,37,45,0
2010-10-11_23:55,362,36,44,0
2010-10-12_0:10,361,36,45,0
2010-10-12_0:25,362,36,45,0
2010-10-12_0:40,359,36,45,0
2010-10-12_0:55,358,36,44,0
2010-10-12_1:10,357,36,45,0
2010-10-12_1:25,356,36,44,0
2010-10-12_1:40,355,36,44,0
2010-10-12_1:55,355,36,44,0
2010-10-12_2:10,355,36,45,0
2010-10-12_2:25,382,36,46,0
2010-10-12_2:40,395,36,44,0
2010-10-12_2:55,417,36,44,0
2010-10-12_3:10,416,35,43,0
2010-10-12_3:25,413,35,43,0
2010-10-12_3:40,412,35,43,0
2010-10-12_3:55,420,35,43,0
2010-10-12_4:10,418,35,43,0
2010-10-12_4:25,422,35,43,0
2010-10-12_4:40,421,35,43,0
2010-10-12_4:55,424,35,43,0
2010-10-12_5:10,426,36,42,0
2010-10-12_5:25,433,35,42,0
2010-10-12_5:40,435,35,42,0
2010-10-12_5:55,432,35,42,0
2010-10-12_6:10,431,35,41,0
2010-10-12_6:25,430,35,41,0
2010-10-12_6:40,428,35,44,0
2010-10-12_6:55,426,35,62,0
2010-10-12_7:10,427,35,147,0
2010-10-12_7:25,424,35,237,0
2010-10-12_7:40,425,35,398,0
2010-10-12_7:55,424,35,514,0
2010-10-12_8:10,423,35,594,0
2010-10-12_8:25,422,35,637,0
2010-10-12_8:40,420,35,658,0
2010-10-12_8:55,422,35,691,0
2010-10-12_9:10,420,34,688,0
