y-m-d_hr:mn:sc,moisture level (50-100mm),temperature 1,light level 1,waterIsOn,moisture level (Vegetronix @ 50mm)
2010-9-4_15:23,276,44,656,0,437
2010-9-4_15:38,277,44,647,0,436
2010-9-4_15:53,276,44,751,0,445
2010-9-4_16:8,277,44,732,0,432
2010-9-4_16:23,278,43,499,0,432
2010-9-4_16:38,279,43,667,0,429
2010-9-4_16:53,279,43,711,0,435
2010-9-4_17:8,278,43,578,0,446
2010-9-4_17:23,278,43,499,0,432
2010-9-4_17:38,279,43,421,0,445
2010-9-4_17:53,280,43,496,0,440
2010-9-4_18:8,279,43,649,0,432
2010-9-4_18:23,276,42,425,0,433
2010-9-4_18:38,276,42,518,0,431
2010-9-4_18:53,275,42,383,0,431
2010-9-4_19:8,274,42,280,0,422
2010-9-4_19:23,276,42,171,0,471
2010-9-4_19:38,274,42,89,0,473
2010-9-4_19:53,275,41,54,0,473
2010-9-4_20:8,273,41,49,0,470
2010-9-4_20:23,273,41,48,0,469
2010-9-4_20:38,271,41,48,0,473
2010-9-4_20:53,271,41,48,0,471
2010-9-4_21:8,270,41,48,0,473
2010-9-4_21:23,269,41,49,0,472
2010-9-4_21:38,267,40,48,0,472
2010-9-4_21:53,266,40,48,0,472
2010-9-4_22:8,265,40,49,0,471
2010-9-4_22:23,263,40,49,0,470
2010-9-4_22:38,264,40,49,0,471
2010-9-4_22:53,262,40,49,0,471
2010-9-4_23:8,261,40,49,0,472
2010-9-4_23:23,258,39,49,0,472
2010-9-4_23:38,257,40,49,0,471
2010-9-4_23:53,256,39,49,0,472
2010-9-5_0:8,254,39,49,0,471
2010-9-5_0:23,252,39,49,0,472
2010-9-5_0:38,250,39,49,0,473
2010-9-5_0:53,250,39,49,0,471
2010-9-5_1:8,249,39,49,0,470
2010-9-5_1:23,246,38,49,0,471
2010-9-5_1:38,246,38,50,0,474
2010-9-5_1:53,244,38,50,0,473
2010-9-5_2:8,246,38,50,0,472
2010-9-5_2:23,243,38,50,0,471
2010-9-5_2:38,243,38,50,0,471
2010-9-5_2:53,241,38,50,0,472
2010-9-5_3:8,241,38,50,0,472
2010-9-5_3:23,240,38,50,0,471
2010-9-5_3:38,238,38,51,0,472
2010-9-5_3:53,238,37,50,0,472
2010-9-5_4:8,236,38,50,0,472
2010-9-5_4:23,234,38,50,0,471
2010-9-5_4:38,234,38,50,0,472
2010-9-5_4:53,232,37,51,0,472
2010-9-5_5:8,232,37,51,0,471
2010-9-5_5:23,230,37,51,0,471
2010-9-5_5:38,229,37,51,0,471
2010-9-5_5:53,231,37,51,0,472
2010-9-5_6:8,230,37,58,0,472
2010-9-5_6:23,228,37,101,0,473
2010-9-5_6:38,227,37,188,0,471
2010-9-5_6:53,226,36,264,0,413
2010-9-5_7:8,226,36,316,0,429
2010-9-5_7:23,227,37,358,0,430
2010-9-5_7:38,224,37,389,0,427
2010-9-5_7:53,223,36,399,0,418
2010-9-5_8:8,224,36,455,0,425
2010-9-5_8:23,221,37,627,0,423
2010-9-5_8:38,221,38,817,0,419
2010-9-5_8:53,221,37,869,0,431
2010-9-5_9:8,213,39,886,0,416
2010-9-5_9:23,211,40,897,0,420
2010-9-5_9:38,210,41,898,0,408
2010-9-5_9:53,208,41,908,0,404
2010-9-5_10:8,206,43,888,0,398
2010-9-5_10:23,212,41,802,0,407
2010-9-5_10:38,214,41,796,0,420
2010-9-5_10:53,218,41,823,0,407
2010-9-5_11:8,219,41,870,0,413
2010-9-5_11:23,220,42,893,0,415
2010-9-5_11:38,216,44,900,0,415
2010-9-5_11:53,212,45,897,0,410
2010-9-5_12:8,211,47,897,0,396
2010-9-5_12:23,210,48,889,0,408
2010-9-5_12:38,212,48,891,0,414
2010-9-5_12:53,213,48,907,0,440
2010-9-5_13:8,214,47,905,0,453
2010-9-5_13:29,216,46,890,0,471
2010-9-5_13:44,217,46,876,0,455
2010-9-5_13:59,219,45,861,0,456
2010-9-5_14:14,220,45,847,0,451
2010-9-5_14:29,220,45,838,0,455
2010-9-5_14:44,221,44,828,0,463
2010-9-5_14:59,220,44,812,0,450
2010-9-5_15:14,220,43,784,0,479
2010-9-5_15:29,221,44,769,0,418
2010-9-5_15:44,220,43,733,0,451
2010-9-5_15:59,220,44,709,0,465
2010-9-5_16:14,219,43,689,0,464
2010-9-5_16:29,220,42,673,0,472
2010-9-5_16:44,221,43,660,0,451
2010-9-5_16:59,221,43,716,0,465
2010-9-5_17:14,221,43,637,0,473
2010-9-5_17:29,222,43,614,0,452
2010-9-5_17:44,222,43,598,0,445
2010-9-5_17:59,222,43,584,0,439
2010-9-5_18:14,222,42,566,0,468
2010-9-5_18:29,220,42,540,0,459
2010-9-5_18:44,219,42,465,0,471
2010-9-5_18:59,220,42,335,0,453
2010-9-5_19:14,220,41,243,0,458
2010-9-5_19:29,221,41,132,0,490
2010-9-5_19:44,222,41,65,0,476
2010-9-5_19:59,221,41,52,0,476
2010-9-5_20:14,222,41,52,0,486
2010-9-5_20:29,223,40,52,0,465
2010-9-5_20:44,223,40,52,0,488
2010-9-5_20:59,223,40,53,0,464
2010-9-5_21:14,221,40,53,0,464
2010-9-5_21:29,220,40,53,0,481
2010-9-5_21:44,220,40,53,0,472
2010-9-5_21:59,217,39,54,0,474
2010-9-5_22:14,218,39,54,0,456
2010-9-5_22:29,216,39,54,0,467
2010-9-5_22:44,215,39,54,0,486
2010-9-5_22:59,214,39,54,0,487
2010-9-5_23:14,213,39,55,0,477
2010-9-5_23:29,212,39,55,0,477
2010-9-5_23:44,212,38,47,0,467
2010-9-5_23:59,210,38,47,0,465
2010-9-6_0:14,208,38,47,0,483
2010-9-6_0:29,207,38,48,0,485
2010-9-6_0:44,206,38,48,0,472
2010-9-6_0:59,203,38,48,0,466
2010-9-6_1:14,203,37,48,0,466
2010-9-6_1:29,201,37,49,0,474
2010-9-6_1:44,201,37,49,0,467
2010-9-6_1:59,199,37,49,0,473
2010-9-6_2:14,198,37,49,0,471
2010-9-6_2:29,197,37,49,0,475
2010-9-6_2:44,197,37,49,0,481
2010-9-6_2:59,198,37,49,0,473
2010-9-6_3:14,195,37,49,0,484
2010-9-6_3:29,194,36,49,0,470
2010-9-6_3:44,195,36,50,0,470
2010-9-6_3:59,194,36,49,0,483
2010-9-6_4:14,191,36,50,0,484
2010-9-6_4:29,190,36,49,0,470
2010-9-6_4:44,189,36,50,0,478
2010-9-6_4:59,188,36,49,0,486
2010-9-6_5:14,187,36,49,0,476
2010-9-6_5:29,186,35,49,0,476
2010-9-6_5:44,185,36,49,0,474
2010-9-6_5:59,185,35,51,0,469
2010-9-6_6:14,185,35,63,0,480
2010-9-6_6:29,185,35,129,0,481
2010-9-6_6:44,183,35,230,0,475
2010-9-6_6:59,182,35,311,0,481
2010-9-6_7:14,183,35,368,0,467
2010-9-6_7:29,183,35,417,0,457
2010-9-6_7:44,182,35,449,0,468
2010-9-6_7:59,181,35,477,0,470
2010-9-6_8:14,181,36,560,0,448
2010-9-6_8:29,181,35,716,0,459
2010-9-6_8:44,179,37,872,0,455
2010-9-6_8:59,178,38,914,0,466
2010-9-6_9:14,175,39,917,0,466
2010-9-6_9:59,171,41,901,0,471
2010-9-6_10:14,172,41,866,0,463
2010-9-6_10:29,176,40,805,0,465
2010-9-6_10:44,177,40,806,0,460
2010-9-6_10:59,179,40,835,0,476
2010-9-6_11:14,180,40,891,0,462
2010-9-6_11:29,178,42,908,0,478
2010-9-6_11:44,177,44,911,0,464
2010-9-6_11:59,175,46,908,0,469
2010-9-6_12:14,176,45,773,0,453
2010-9-6_12:29,176,47,908,0,461
2010-9-6_12:44,177,47,907,0,455
2010-9-6_12:59,179,46,908,0,462
2010-9-6_13:14,180,45,904,0,465
2010-9-6_13:29,181,45,893,0,459
2010-9-6_13:44,182,45,886,0,459
2010-9-6_13:59,183,44,881,0,457
2010-9-6_14:14,184,44,867,0,475
2010-9-6_14:29,184,45,841,0,462
2010-9-6_14:44,185,44,830,0,460
2010-9-6_14:59,184,44,828,0,449
2010-9-6_15:14,185,44,818,0,469
2010-9-6_15:29,185,43,595,0,482
2010-9-6_15:44,186,43,612,0,462
2010-9-6_15:59,186,43,730,0,453
2010-9-6_16:14,186,43,714,0,458
2010-9-6_16:29,186,43,706,0,453
2010-9-6_16:44,186,43,683,0,483
2010-9-6_16:59,186,43,648,0,472
2010-9-6_17:14,185,43,662,0,448
2010-9-6_17:29,185,43,580,0,459
2010-9-6_17:44,184,42,603,0,444
2010-9-6_17:59,185,43,490,0,458
2010-9-6_18:14,185,43,567,0,465
2010-9-6_18:29,186,43,532,0,469
2010-9-6_18:44,186,42,435,0,467
2010-9-6_18:59,178,42,323,0,457
2010-9-6_19:14,179,42,192,0,469
2010-9-6_19:29,180,42,110,0,471
2010-9-6_19:44,180,42,61,0,464
2010-9-6_19:59,180,42,50,0,480
2010-9-6_20:14,180,42,49,0,459
2010-9-6_20:29,180,42,49,0,463
2010-9-6_20:44,181,42,49,0,474
2010-9-6_20:59,181,42,49,0,476
2010-9-6_21:14,181,41,49,0,482
2010-9-6_21:29,182,41,49,0,464
2010-9-6_21:44,182,41,49,0,473
2010-9-6_21:59,182,41,56,1,464
2010-9-6_22:14,181,41,56,1,472
2010-9-6_22:29,181,41,56,1,469
2010-9-6_22:44,184,41,54,0,470
2010-9-6_22:59,186,41,54,0,477
2010-9-6_23:14,187,41,52,0,468
2010-9-6_23:29,189,41,51,0,464
2010-9-6_23:44,192,41,51,0,465
2010-9-6_23:59,193,41,51,0,464
2010-9-7_0:14,196,41,51,0,481
2010-9-7_0:29,196,41,51,0,464
2010-9-7_0:44,201,41,51,0,477
2010-9-7_0:59,202,41,51,0,480
2010-9-7_1:14,203,40,51,0,481
2010-9-7_1:29,204,40,51,0,462
2010-9-7_1:44,206,40,50,0,482
2010-9-7_1:59,207,41,51,0,479
2010-9-7_2:14,209,40,51,0,474
2010-9-7_2:29,209,41,51,0,471
2010-9-7_2:44,212,40,51,0,476
2010-9-7_2:59,212,40,51,0,463
2010-9-7_3:14,214,40,51,0,461
2010-9-7_3:29,216,40,51,0,464
2010-9-7_3:44,217,40,51,0,468
2010-9-7_3:59,218,40,51,0,469
2010-9-7_4:14,221,40,51,0,469
2010-9-7_4:29,220,40,51,0,464
2010-9-7_4:44,222,40,51,0,475
2010-9-7_4:59,222,40,52,0,483
2010-9-7_5:14,224,40,51,0,478
2010-9-7_5:29,229,40,51,0,484
2010-9-7_5:44,234,40,51,0,484
2010-9-7_5:59,235,40,52,0,464
2010-9-7_6:14,237,40,64,0,464
2010-9-7_6:29,239,40,116,0,481
2010-9-7_6:44,239,40,235,0,459
2010-9-7_6:59,239,40,344,0,467
2010-9-7_7:14,240,40,401,0,451
2010-9-7_7:29,240,40,460,0,455
2010-9-7_7:44,242,40,581,0,464
2010-9-7_7:59,241,40,564,0,478
2010-9-7_8:14,243,40,562,0,462
2010-9-7_8:29,244,40,741,0,489
2010-9-7_8:44,242,41,873,0,498
2010-9-7_8:59,241,42,900,0,503
2010-9-7_9:14,237,43,908,0,496
2010-9-7_9:29,234,43,920,0,509
2010-9-7_9:44,232,43,919,0,502
2010-9-7_9:59,230,44,907,0,506
2010-9-7_10:14,234,44,856,0,506
2010-9-7_10:29,235,43,803,0,510
2010-9-7_10:44,238,43,791,0,489
2010-9-7_10:59,239,43,831,0,491
2010-9-7_11:14,240,43,890,0,470
2010-9-7_11:29,237,45,915,0,483
2010-9-7_11:44,232,46,919,0,462
2010-9-7_11:59,230,47,915,0,469
2010-9-7_12:14,231,48,910,0,470
2010-9-7_12:29,232,49,908,0,474
2010-9-7_12:44,234,49,911,0,459
2010-9-7_12:59,235,48,920,0,455
2010-9-7_13:14,239,48,910,0,462
2010-9-7_13:29,237,47,898,0,465
2010-9-7_13:44,239,47,890,0,449
2010-9-7_13:59,240,47,867,0,452
2010-9-7_14:14,240,47,869,0,478
2010-9-7_14:29,241,47,853,0,465
2010-9-7_14:44,241,46,846,0,458
2010-9-7_14:59,240,46,807,0,446
2010-9-7_15:14,236,46,803,0,465
2010-9-7_15:29,237,46,800,0,499
2010-9-7_15:44,237,45,767,0,483
2010-9-7_15:59,238,46,746,0,463
2010-9-7_16:14,238,45,718,0,481
2010-9-7_16:29,236,46,708,0,451
2010-9-7_16:44,239,45,684,0,469
2010-9-7_16:59,239,45,685,0,446
2010-9-7_17:14,238,45,651,0,454
2010-9-7_17:29,238,45,623,0,468
2010-9-7_17:44,238,45,611,0,442
2010-9-7_17:59,237,45,595,0,441
2010-9-7_18:14,237,45,587,0,457
2010-9-7_18:29,237,44,548,0,458
2010-9-7_18:44,237,44,332,0,452
2010-9-7_18:59,239,44,220,0,475
2010-9-7_19:14,240,44,166,0,474
2010-9-7_19:29,240,44,92,0,462
2010-9-7_19:44,240,44,56,0,471
2010-9-7_19:59,240,44,49,0,464
2010-9-7_20:14,241,44,49,0,463
2010-9-7_20:29,247,44,50,0,475
2010-9-7_20:44,250,44,50,0,468
2010-9-7_20:59,254,44,50,0,477
2010-9-7_21:14,257,43,49,0,475
2010-9-7_21:29,255,43,50,0,472
2010-9-7_21:44,253,43,51,0,471
2010-9-7_21:59,250,43,51,0,462
2010-9-7_22:14,249,43,52,0,466
2010-9-7_22:29,249,43,52,0,475
2010-9-7_22:44,248,43,52,0,464
2010-9-7_22:59,248,43,52,0,479
2010-9-7_23:14,248,43,52,0,479
2010-9-7_23:29,248,43,51,0,468
2010-9-7_23:44,248,43,52,0,465
2010-9-7_23:59,249,43,52,0,463
2010-9-8_0:14,248,43,52,0,463
2010-9-8_0:29,248,43,52,0,477
2010-9-8_0:44,248,43,52,0,478
2010-9-8_0:59,248,43,52,0,483
2010-9-8_1:14,249,43,52,0,471
2010-9-8_1:29,248,43,52,0,477
2010-9-8_1:44,248,43,52,0,489
2010-9-8_1:59,247,43,52,0,490
2010-9-8_2:14,247,43,53,0,490
2010-9-8_2:29,247,43,53,0,494
2010-9-8_2:44,248,43,53,0,485
2010-9-8_2:59,248,43,53,0,489
2010-9-8_3:14,248,42,53,0,484
2010-9-8_3:29,247,43,53,0,503
2010-9-8_3:44,247,42,53,0,496
2010-9-8_3:59,247,42,53,0,508
2010-9-8_4:14,248,42,53,0,496
2010-9-8_4:29,248,43,53,0,523
2010-9-8_4:44,248,42,53,0,501
2010-9-8_4:59,248,42,53,0,512
2010-9-8_5:14,248,42,53,0,528
2010-9-8_5:29,247,42,53,0,516
2010-9-8_5:44,248,42,53,0,526
2010-9-8_5:59,246,42,53,0,519
2010-9-8_6:14,246,42,60,0,518
2010-9-8_6:29,246,42,108,0,533
2010-9-8_6:44,245,42,208,0,529
2010-9-8_6:59,246,42,310,0,496
2010-9-8_7:14,246,42,343,0,524
2010-9-8_7:29,246,42,456,0,503
2010-9-8_7:44,247,42,551,0,484
2010-9-8_7:59,246,42,600,0,470
2010-9-8_8:14,245,42,558,0,476
2010-9-8_8:29,244,42,683,0,474
2010-9-8_8:44,244,42,857,0,488
2010-9-8_8:59,236,43,895,0,503
2010-9-8_9:14,233,44,906,0,480
2010-9-8_9:29,227,45,919,0,484
2010-9-8_9:44,225,45,917,0,481
2010-9-8_9:59,224,46,900,0,494
2010-9-8_10:14,225,45,833,0,484
2010-9-8_10:29,229,45,806,0,463
2010-9-8_10:44,230,45,817,0,460
2010-9-8_10:59,230,44,850,0,456
2010-9-8_11:14,231,45,891,0,470
2010-9-8_11:29,227,47,916,0,460
2010-9-8_11:44,225,49,920,0,453
2010-9-8_11:59,223,50,925,0,465
2010-9-8_12:14,223,51,925,0,458
2010-9-8_12:29,224,52,919,0,449
2010-9-8_12:44,226,52,925,0,451
2010-9-8_12:59,228,50,930,0,465
2010-9-8_13:14,228,50,928,0,469
2010-9-8_13:29,228,49,919,0,455
2010-9-8_13:44,230,49,908,0,449
2010-9-8_13:59,231,48,886,0,458
2010-9-8_14:14,231,48,883,0,466
2010-9-8_14:29,229,48,873,0,467
2010-9-8_14:44,229,47,851,0,466
2010-9-8_14:59,229,47,839,0,467
2010-9-8_15:14,228,47,802,0,441
2010-9-8_15:29,228,47,785,0,463
2010-9-8_15:44,228,46,741,0,466
2010-9-8_15:59,227,46,715,0,464
2010-9-8_16:14,227,46,696,0,457
2010-9-8_16:29,225,46,678,0,437
2010-9-8_16:44,225,46,656,0,457
2010-9-8_16:59,225,45,636,0,446
2010-9-8_17:14,225,45,617,0,434
2010-9-8_17:29,226,45,606,0,434
2010-9-8_17:44,225,45,592,0,457
2010-9-8_17:59,224,45,579,0,439
2010-9-8_18:14,223,45,556,0,439
2010-9-8_18:29,224,45,532,0,459
2010-9-8_18:44,223,45,399,0,461
2010-9-8_18:59,224,45,294,0,452
2010-9-8_19:14,224,44,196,0,453
2010-9-8_19:29,225,44,97,0,472
2010-9-8_19:44,226,44,51,0,472
2010-9-8_19:59,226,43,44,0,473
2010-9-8_20:14,227,43,51,0,462
2010-9-8_20:29,227,43,52,0,476
2010-9-8_20:44,229,43,52,0,466
2010-9-8_20:59,229,42,52,0,479
2010-9-8_21:14,229,42,53,0,457
2010-9-8_21:29,232,42,54,0,467
2010-9-8_21:44,230,42,55,0,471
2010-9-8_21:59,232,42,45,0,471
2010-9-8_22:14,229,42,45,0,472
2010-9-8_22:29,229,41,45,0,477
2010-9-8_22:44,227,41,45,0,467
2010-9-8_22:59,226,41,46,0,457
2010-9-8_23:14,226,41,45,0,476
2010-9-8_23:29,226,41,46,0,463
2010-9-8_23:44,225,40,46,0,464
2010-9-8_23:59,224,40,46,0,478
2010-9-9_0:23,221,40,46,0,468
2010-9-9_0:38,220,40,46,0,465
2010-9-9_0:53,221,40,46,0,467
2010-9-9_1:8,220,40,46,0,473
2010-9-9_1:23,217,40,46,0,469
2010-9-9_1:38,215,40,47,0,461
2010-9-9_1:53,217,39,46,0,461
2010-9-9_2:8,220,40,47,0,480
2010-9-9_2:23,223,39,46,0,480
2010-9-9_2:38,223,39,47,0,469
2010-9-9_2:53,220,39,47,0,482
2010-9-9_3:8,219,39,47,0,468
2010-9-9_3:23,217,39,47,0,471
2010-9-9_3:38,215,39,47,0,480
2010-9-9_3:53,213,39,47,0,481
2010-9-9_4:8,213,38,47,0,482
2010-9-9_4:23,212,38,47,0,466
2010-9-9_4:38,210,38,47,0,469
2010-9-9_4:53,207,38,47,0,475
2010-9-9_5:8,207,38,47,0,471
2010-9-9_5:23,206,38,47,0,483
2010-9-9_5:38,204,38,47,0,484
2010-9-9_5:53,203,38,48,0,481
2010-9-9_6:8,202,38,51,0,483
2010-9-9_6:23,200,38,82,0,485
2010-9-9_6:38,201,38,169,0,482
2010-9-9_6:53,199,38,264,0,480
2010-9-9_7:8,198,37,323,0,475
2010-9-9_7:23,198,38,367,0,470
2010-9-9_7:38,197,38,391,0,459
2010-9-9_7:53,195,37,413,0,470
2010-9-9_8:8,195,37,449,0,453
2010-9-9_8:23,194,38,757,0,462
2010-9-9_8:38,193,38,830,0,457
2010-9-9_8:53,189,39,888,0,464
2010-9-9_9:8,187,40,903,0,473
2010-9-9_9:23,182,40,914,0,454
2010-9-9_9:38,180,41,919,0,455
2010-9-9_9:53,176,42,913,0,465
2010-9-9_10:8,177,42,881,0,450
2010-9-9_10:23,180,40,800,0,471
2010-9-9_10:38,182,41,785,0,468
2010-9-9_10:53,184,40,659,0,486
2010-9-9_11:8,184,41,872,0,466
2010-9-9_11:23,186,40,750,0,465
2010-9-9_11:38,187,41,745,0,461
2010-9-9_11:53,187,40,674,0,472
2010-9-9_12:8,188,41,905,0,460
2010-9-9_12:23,186,41,780,0,475
2010-9-9_12:38,186,41,607,0,474
2010-9-9_12:53,189,41,606,0,458
2010-9-9_13:8,190,41,721,0,467
2010-9-9_13:23,191,40,717,0,475
2010-9-9_13:38,193,40,558,0,463
2010-9-9_13:53,193,40,642,0,451
2010-9-9_14:8,193,40,706,0,455
2010-9-9_14:23,192,40,807,0,453
2010-9-9_14:38,190,40,797,0,471
2010-9-9_14:53,189,40,754,0,458
2010-9-9_15:8,188,40,632,0,477
2010-9-9_15:23,187,40,633,0,461
2010-9-9_15:38,187,40,647,0,473
2010-9-9_15:53,186,40,649,0,461
2010-9-9_16:8,186,40,673,1,454
2010-9-9_16:23,185,40,611,0,501
2010-9-9_16:38,185,40,662,0,464
2010-9-9_16:53,184,40,671,0,448
2010-9-9_17:8,184,40,640,0,460
2010-9-9_17:23,185,40,599,0,450
2010-9-9_17:38,184,40,553,0,457
2010-9-9_17:53,185,40,524,0,452
2010-9-9_18:8,184,40,471,0,462
2010-9-9_18:23,185,40,380,0,458
2010-9-9_18:38,184,40,232,0,471
2010-9-9_18:53,184,40,214,0,473
2010-9-9_19:8,184,39,138,0,468
2010-9-9_19:23,184,39,85,0,484
2010-9-9_19:38,184,39,59,0,483
2010-9-9_19:53,184,39,50,0,476
2010-9-9_20:8,183,39,49,0,470
2010-9-9_20:23,183,39,49,0,468
2010-9-9_20:38,183,39,48,0,469
2010-9-9_20:53,186,39,52,1,484
2010-9-9_21:8,181,39,53,1,481
2010-9-9_21:23,180,39,53,1,482
2010-9-9_21:38,179,39,53,1,482
2010-9-9_21:53,179,39,53,1,484
2010-9-9_22:11,183,39,53,1
2010-9-9_22:26,191,39,49,0
2010-9-9_22:41,215,39,49,0
2010-9-9_22:56,222,39,49,0
2010-9-9_23:11,233,39,52,0
2010-9-9_23:26,238,39,52,0
2010-9-9_23:41,246,39,49,0
2010-9-9_23:56,251,39,50,0
2010-9-10_0:11,258,39,49,0
2010-9-10_0:26,260,39,50,0
2010-9-10_0:41,265,39,50,0
2010-9-10_0:56,268,39,50,0
2010-9-10_1:11,274,39,50,0
2010-9-10_1:26,274,39,50,0
2010-9-10_1:41,281,39,49,0
2010-9-10_1:56,281,39,49,0
2010-9-10_2:11,283,39,48,0
2010-9-10_2:26,285,39,49,0
2010-9-10_2:41,288,39,48,0
2010-9-10_2:56,290,38,48,0
2010-9-10_3:11,291,38,49,0
2010-9-10_3:26,291,38,48,0
2010-9-10_3:41,293,38,48,0
2010-9-10_3:56,296,38,48,0
2010-9-10_4:11,296,38,48,0
2010-9-10_4:26,296,38,48,0
2010-9-10_4:41,298,38,48,0
2010-9-10_4:56,298,38,48,0
2010-9-10_5:11,298,38,48,0
2010-9-10_5:26,301,38,48,0
2010-9-10_5:41,300,38,48,0
2010-9-10_5:56,300,38,49,0
2010-9-10_6:11,300,38,54,0
2010-9-10_6:26,300,38,90,0
2010-9-10_6:41,299,37,182,0
2010-9-10_6:56,299,38,273,0
2010-9-10_7:11,301,37,335,0
2010-9-10_7:26,301,37,377,0
2010-9-10_7:41,301,37,408,0
2010-9-10_7:56,301,37,434,0
2010-9-10_8:11,300,37,479,0
2010-9-10_8:26,300,38,810,0
2010-9-10_8:41,299,38,866,0
2010-9-10_8:56,300,39,904,0
2010-9-10_9:11,298,40,912,0
2010-9-10_9:26,297,40,920,0
2010-9-10_9:41,300,41,924,0
2010-9-10_9:56,298,40,838,0
2010-9-10_10:11,302,40,779,0
2010-9-10_10:26,305,40,678,0
2010-9-10_10:41,309,40,760,0
2010-9-10_10:56,309,40,773,0
2010-9-10_11:11,309,40,889,0
2010-9-10_11:26,303,40,901,0
2010-9-10_11:41,304,41,821,0
2010-9-10_11:56,303,40,700,0
2010-9-10_12:11,305,40,727,0
2010-9-10_12:26,308,40,843,0
2010-9-10_12:41,307,40,741,0
2010-9-10_12:56,304,40,789,0
2010-9-10_13:11,304,40,794,0
2010-9-10_13:26,303,40,715,0
2010-9-10_13:41,304,40,902,0
2010-9-10_13:56,302,40,841,0
2010-9-10_14:11,302,41,876,0
2010-9-10_14:26,300,41,885,0
2010-9-10_14:41,298,41,857,0
2010-9-10_14:56,299,41,684,0
2010-9-10_15:11,301,41,462,0
2010-9-10_15:26,303,40,636,0
2010-9-10_15:41,304,40,700,0
2010-9-10_15:56,304,40,554,0
2010-9-10_16:11,303,40,674,0
2010-9-10_16:26,306,40,704,0
2010-9-10_16:41,306,40,687,0
2010-9-10_16:56,305,40,658,0
2010-9-10_17:11,304,40,642,0
2010-9-10_17:26,304,40,610,0
2010-9-10_17:41,305,40,484,0
2010-9-10_17:56,304,40,487,0
2010-9-10_18:11,303,40,504,0
2010-9-10_18:26,303,40,450,0
2010-9-10_18:41,305,40,351,0
2010-9-10_18:56,303,40,223,0
2010-9-10_19:11,303,40,141,0
2010-9-10_19:26,304,39,89,0
2010-9-10_19:41,302,39,56,0
2010-9-10_19:56,301,39,50,0
2010-9-10_20:11,300,39,49,0
2010-9-10_20:26,299,39,49,0
2010-9-10_20:41,298,39,51,0
2010-9-10_20:56,301,39,49,0
2010-9-10_21:11,298,39,49,0
2010-9-10_21:26,296,39,49,0
2010-9-10_21:41,296,39,49,0
2010-9-10_21:56,294,39,49,0
2010-9-10_22:11,293,39,49,0
2010-9-10_22:26,293,39,49,0
2010-9-10_22:41,293,39,49,0
2010-9-10_22:56,290,39,50,0
2010-9-10_23:11,289,39,49,0
2010-9-10_23:26,290,38,49,0
2010-9-10_23:41,290,38,49,0
2010-9-10_23:56,289,38,49,0
2010-9-11_0:11,288,38,49,0
2010-9-11_0:26,287,38,49,0
2010-9-11_0:41,287,38,49,0
2010-9-11_0:56,286,38,49,0
2010-9-11_1:11,285,38,49,0
2010-9-11_1:26,286,37,49,0
2010-9-11_1:41,286,38,49,0
2010-9-11_1:56,286,38,48,0
2010-9-11_2:11,284,37,48,0
2010-9-11_2:26,283,37,48,0
2010-9-11_2:41,283,37,48,0
2010-9-11_2:56,281,37,48,0
2010-9-11_3:11,281,37,48,0
2010-9-11_3:26,282,37,48,0
2010-9-11_3:41,279,37,48,0
2010-9-11_3:56,280,37,48,0
2010-9-11_4:11,281,36,48,0
2010-9-11_4:26,279,36,49,0
2010-9-11_4:41,278,36,48,0
2010-9-11_4:56,278,36,48,0
2010-9-11_5:11,277,36,48,0
2010-9-11_5:26,276,36,48,0
2010-9-11_5:41,275,36,48,0
2010-9-11_5:56,274,36,49,0
2010-9-11_6:11,274,36,52,0
2010-9-11_6:26,272,36,87,0
2010-9-11_6:41,272,36,175,0
2010-9-11_6:56,272,36,267,0
2010-9-11_7:11,271,36,326,0
2010-9-11_7:26,270,36,366,0
2010-9-11_7:41,270,35,391,0
2010-9-11_7:56,270,36,416,0
2010-9-11_8:11,269,36,456,0
2010-9-11_8:26,269,36,806,0
2010-9-11_8:41,266,37,865,0
2010-9-11_8:56,265,38,910,0
2010-9-11_9:11,259,39,911,0
2010-9-11_9:26,256,40,919,0
2010-9-11_9:41,255,39,924,0
2010-9-11_9:56,255,39,917,0
2010-9-11_10:11,259,39,838,0
2010-9-11_10:26,261,39,773,0
2010-9-11_10:41,266,39,767,0
2010-9-11_10:56,266,39,821,0
2010-9-11_11:11,267,39,853,0
2010-9-11_11:26,267,40,902,0
2010-9-11_11:41,259,42,917,0
2010-9-11_11:56,255,45,919,0
2010-9-11_12:11,254,46,910,0
2010-9-11_12:26,254,47,908,0
2010-9-11_12:41,257,47,908,0
2010-9-11_12:56,260,45,917,0
2010-9-11_13:11,262,45,916,0
2010-9-11_13:26,262,44,902,0
2010-9-11_13:41,264,44,882,0
2010-9-11_13:56,263,44,869,0
2010-9-11_14:11,263,44,837,0
2010-9-11_14:26,266,43,860,0
2010-9-11_14:41,262,43,856,0
2010-9-11_14:56,263,42,839,0
2010-9-11_15:11,262,43,864,0
2010-9-11_15:26,261,43,838,0
2010-9-11_15:41,260,42,770,0
2010-9-11_15:56,261,43,746,0
2010-9-11_16:11,260,42,712,0
2010-9-11_16:26,261,42,729,0
2010-9-11_16:41,259,43,731,0
2010-9-11_16:56,259,42,684,0
2010-9-11_17:11,260,42,599,0
2010-9-11_17:26,260,42,553,0
2010-9-11_17:41,260,42,584,0
2010-9-11_17:56,261,42,544,0
